1.680375	-1.056171	2.830992	2.984400	4.116474	-3.024486	
0.670446	2.682296	-2.222253	0.539700	-0.226029	1.288709	
0.729569	0.134009	4.522297	4.161951	1.357117	2.172970	
0.283205	1.069689	-4.836994	-2.571132	-3.627684	3.041767	
0.313358	-0.990556	-3.702096	-3.911912	4.989245	-2.817431	
1.025865	3.391122	1.126398	-2.039684	1.375523	0.242872	
0.987166	4.727750	-2.074832	2.713577	0.267450	2.699139	
0.800457	3.915294	-2.166853	-1.475416	3.077245	4.190265	
0.139511	4.493271	0.259954	-4.139442	-3.077862	1.632269	
1.780465	-1.511071	-4.358287	-4.799770	-0.422983	-4.369042	
0.476560	4.706341	4.022081	3.509198	-2.333342	0.397604	
0.750414	2.602487	0.125354	1.677238	0.316064	-4.607197	
0.875275	4.318351	4.308098	2.209523	-2.157066	2.385343	
1.279958	-1.459513	1.878614	-3.340258	-0.598955	3.800752	
1.658402	-1.696629	-2.710318	3.933724	-1.496398	1.866699	
1.912936	0.886402	1.573040	3.586763	-0.604401	4.239698	
0.796873	3.147669	1.842185	4.109721	-0.175093	-2.841750	
1.900505	4.201282	-3.523400	3.810622	1.410806	-0.680466	
1.239193	-2.189406	2.860021	-1.925421	-0.529664	-2.738934	
0.375066	-2.237653	0.564438	-0.834987	-3.303929	4.068039	
0.206342	-3.739247	-0.045559	2.604752	4.847516	4.350040	
1.368890	-1.168117	2.497709	-1.313365	-2.058396	-2.677385	
1.168977	-2.555873	-3.476102	2.321485	-3.745251	2.934704	
0.328204	2.450714	-4.254702	4.501041	-4.474707	0.215634	
0.352421	-2.599376	2.977980	2.326544	1.565636	4.674051	
1.278917	2.597349	-4.065195	-3.650976	0.202101	-4.217679	
0.139813	-2.953449	-0.385795	3.196773	0.733186	2.555808	
0.103878	-3.421929	4.999936	-2.956714	3.899556	-3.745315	
1.995598	-4.459424	3.705398	-4.276712	-4.958384	4.230691	
1.187784	-3.196277	-3.368685	-1.083098	4.130267	3.196952	
0.718191	0.524850	0.794300	-0.474242	1.873874	-4.003599	
1.061616	2.572938	-1.957048	4.922284	0.769711	3.776138	
1.495619	1.289099	-4.645791	2.478029	3.332385	4.253765	
1.746543	3.310375	4.794341	2.438112	4.033663	4.835957	
1.333761	-0.027415	-3.360320	3.300118	3.889487	-4.230053	
1.299414	-2.519559	1.294797	-2.708630	2.006199	-1.831329	
0.657554	-2.685720	-4.258390	1.330722	-2.763436	1.511321	
1.021372	4.714657	-2.199580	0.461069	2.192686	-3.867194	
0.942967	0.925399	4.443181	-0.490824	-1.636489	3.476844	
0.869027	-4.967685	-1.550570	0.984813	3.332433	-2.661083	
1.350952	-0.170497	-0.180642	-1.950443	2.120873	-3.174442	
1.243646	-4.591357	-0.860163	1.959838	1.739365	1.376402	
0.694232	-3.153775	1.091059	1.271579	2.307293	-1.716256	
1.480877	-2.977872	4.209144	1.847565	1.531304	-2.427345	
1.064882	-4.123564	-2.395031	3.773839	1.861249	-4.062598	
0.222551	-1.383991	0.766905	0.932115	1.665566	-2.112222	
1.551535	-2.116206	-1.703579	-3.102490	4.843632	-4.964214	
1.654782	-1.685209	-3.117990	-0.635030	4.586369	4.189304	
1.529743	1.990754	-3.788568	1.857858	-1.161681	2.742735	
1.886103	4.162729	3.619171	-2.964518	2.936568	0.480421	
0.594577	4.049325	4.096429	3.739790	-0.018561	0.761995	
0.325513	-2.260888	3.645790	-0.076012	-0.363379	3.489422	
0.991955	-2.089467	-3.195788	1.841784	2.275503	-3.609418	
1.206218	-0.075783	3.381336	2.242520	-3.217925	-2.780345	
0.997051	-3.787412	-3.617615	-1.395574	-1.751930	4.318953	
1.816969	1.220955	3.368278	3.181276	-0.039256	-1.650283	
0.788654	1.588312	1.088828	-2.410939	-3.487700	-4.274550	
