0.0000	0.6804	3.9438	7.8310	
0.0500	1.0796	3.8955	8.3047	
0.1000	1.4788	3.8571	8.8134	
0.1500	1.8780	3.8364	9.3586	
0.2000	2.2773	3.8376	9.9422	
0.2500	2.6765	3.8605	10.5665	
0.3000	3.0757	3.9004	11.2334	
0.3500	3.4749	3.9492	11.9441	
0.4000	3.8741	3.9969	12.6991	
0.4500	4.2734	4.0337	13.4979	
0.5000	4.6726	4.0522	14.3388	
0.5500	5.0718	4.0486	15.2199	
0.6000	5.4710	4.0235	16.1391	
0.6500	5.8702	3.9822	17.0943	
0.7000	6.2695	3.9331	18.0844	
0.7500	6.6687	3.8861	19.1091	
0.8000	7.0679	3.8509	20.1692	
0.8500	7.4671	3.8347	21.2660	
0.9000	7.8663	3.8408	22.4018	
0.9500	8.2656	3.8679	23.5787	
1.0000	8.6648	3.9105	24.7985	
1.0500	9.0640	3.9600	26.0623	
1.1000	9.4632	4.0061	27.3704	
1.1500	9.8624	4.0395	28.7220	
1.2000	10.2617	4.0533	30.1153	
1.2500	10.6609	4.0449	31.5484	
1.3000	11.0601	4.0157	33.0190	
1.3500	11.4593	3.9719	34.5254	
1.4000	11.8585	3.9224	36.0665	
1.4500	12.2578	3.8772	37.6423	
1.5000	12.6570	3.8457	39.2537	
1.5500	13.0562	3.8341	40.9023	
1.6000	13.4554	3.8450	42.5904	
1.6500	13.8546	3.8761	44.3199	
1.7000	14.2539	3.9210	46.0927	
1.7500	14.6531	3.9705	47.9097	
1.8000	15.0523	4.0146	49.7708	
1.8500	15.4515	4.0443	51.6751	
1.9000	15.8507	4.0534	53.6208	
1.9500	16.2500	4.0402	55.6057	
2.0000	16.6492	4.0073	57.6277	
2.0500	17.0484	3.9614	59.6852	
2.1000	17.4476	3.9119	61.7774	
2.1500	17.8468	3.8690	63.9043	
2.2000	18.2461	3.8413	66.0671	
2.2500	18.6453	3.8346	68.2676	
2.3000	19.0445	3.8502	70.5080	
2.3500	19.4437	3.8849	72.7903	
2.4000	19.8429	3.9316	75.1161	
2.4500	20.2422	3.9808	77.4862	
2.5000	20.6414	4.0225	79.9003	
2.5500	21.0406	4.0481	82.3572	
2.6000	21.4398	4.0524	84.8551	
2.6500	21.8390	4.0346	87.3918	
2.7000	22.2383	3.9982	89.9651	
2.7500	22.6375	3.9507	92.5737	
2.8000	23.0367	3.9018	95.2169	
2.8500	23.4359	3.8615	97.8950	
2.9000	23.8351	3.8380	100.6093	
2.9500	24.2344	3.8361	103.3618	
3.0000	24.6336	3.8562	106.1546	
3.0500	25.0328	3.8942	108.9898	
3.1000	25.4320	3.9424	111.8687	
3.1500	25.8312	3.9908	114.7919	
3.2000	26.2305	4.0296	117.7589	
3.2500	26.6297	4.0510	120.7684	
3.3000	27.0289	4.0504	123.8184	
3.3500	27.4281	4.0281	126.9066	
3.4000	27.8273	3.9885	130.0312	
3.4500	28.2266	3.9399	133.1909	
3.5000	28.6258	3.8920	136.3851	
3.5500	29.0250	3.8548	139.6144	
3.6000	29.4242	3.8357	142.8803	
3.6500	29.8234	3.8387	146.1849	
3.7000	30.2227	3.8631	149.5302	
3.7500	30.6219	3.9041	152.9183	
3.8000	31.0211	3.9532	156.3503	
3.8500	31.4203	4.0003	159.8266	
3.9000	31.8195	4.0359	163.3465	
3.9500	32.2188	4.0528	166.9085	
4.0000	32.6180	4.0473	170.5105	
4.0500	33.0172	4.0208	174.1503	
4.1000	33.4164	3.9785	177.8261	
4.1500	33.8156	3.9291	181.5367	
4.2000	34.2149	3.8828	185.2820	
4.2500	34.6141	3.8489	189.0626	
4.3000	35.0133	3.8344	192.8802	
4.3500	35.4125	3.8422	196.7370	
4.4000	35.8117	3.8708	200.6350	
4.4500	36.2110	3.9143	204.5760	
4.5000	36.6102	3.9638	208.5611	
4.5500	37.0094	4.0093	212.5905	
4.6000	37.4086	4.0413	216.6631	
4.6500	37.8078	4.0535	220.7775	
4.7000	38.2071	4.0433	224.9314	
4.7500	38.6063	4.0127	229.1227	
4.8000	39.0055	3.9681	233.3496	
4.8500	39.4047	3.9185	237.6113	
4.9000	39.8039	3.8741	241.9076	
4.9500	40.2032	3.8440	246.2396	
5.0000	40.6024	3.8342	250.6091	
5.0500	41.0016	3.8468	255.0181	
5.1000	41.4008	3.8792	259.4688	
5.1500	41.8000	3.9248	263.9628	
5.2000	42.1993	3.9743	268.5011	
5.2500	42.5985	4.0176	273.0834	
5.3000	42.9977	4.0458	277.7088	
5.3500	43.3969	4.0532	282.3755	
5.4000	43.7961	4.0382	287.0812	
5.4500	44.1954	4.0040	291.8238	
5.5000	44.5946	3.9575	296.6018	
5.5500	44.9938	3.9082	301.4145	
5.6000	45.3930	3.8662	306.2620	
5.6500	45.7922	3.8400	311.1455	
5.7000	46.1915	3.8350	316.0668	
5.7500	46.5907	3.8523	321.0282	
5.8000	46.9899	3.8882	326.0317	
5.8500	47.3891	3.9355	331.0788	
5.9000	47.7883	3.9845	336.1702	
5.9500	48.1876	4.0252	341.3055	
6.0000	48.5868	4.0493	346.4835	
6.0500	48.9860	4.0518	351.7023	
6.1000	49.3852	4.0323	356.9597	
6.1500	49.7844	3.9947	362.2537	
6.2000	50.1837	3.9467	367.5828	
6.2500	50.5829	3.8982	372.9465	
6.3000	50.9821	3.8589	378.3451	
6.3500	51.3813	3.8370	383.7802	
6.4000	51.7805	3.8369	389.2535	
