0.680375	-0.211234	0.566198	0.596880	0.823295	-0.604897	-0.329554	0.536459	-0.444451	0.107940	-0.045206	0.257742	-0.270431	0.026802	0.904459	0.832390	6.357117	7.172970	1.416026	6.069689	0.163006	2.428868	1.372316	8.041767	1.566791	4.009444	1.297904	1.088088	9.989245	2.182569	5.129324	8.391122	6.126398	2.960316	6.375523	5.242872	4.935830	9.727750	2.925168	7.713577	5.267450	7.699139	4.002286	8.915294	2.833147	3.524584	8.077245	9.190265	0.697553	9.493271	5.259954	0.860558	1.922138	6.632269	8.902326	3.488929	0.641713	0.200230	4.577017	0.630958	2.382800	9.706341	9.022081	8.509198	
-0.466668	0.079521	-0.249586	0.520497	0.025071	0.335448	0.063213	-0.921439	-0.124725	0.863670	0.861620	0.441905	-0.431413	0.477069	0.279958	-0.291903	6.878614	1.659742	4.401045	8.800752	8.292011	3.303371	2.289682	8.933724	3.503602	6.866699	9.564682	5.886402	6.573040	8.586763	4.395599	9.239698	3.984367	8.147669	6.842185	9.109721	4.824907	2.158250	9.502524	9.201282	1.476600	8.810622	6.410806	4.319534	6.195965	2.810594	7.860021	3.074579	4.470336	2.261066	1.875331	2.762347	5.564438	4.165013	1.696071	9.068039	1.031712	1.260753	4.954441	7.604752	9.847516	9.350040	6.844450	3.831883	
0.499542	-0.262673	-0.411679	-0.535477	0.168977	-0.511175	-0.695220	0.464297	-0.749050	0.586941	-0.671796	0.490143	-0.850940	0.900208	-0.894941	0.043127	1.762107	2.400624	7.977980	7.326544	6.565636	9.674051	6.394584	7.597349	0.934805	1.349024	5.202101	0.782321	0.699064	2.046551	4.614205	8.196773	5.733186	7.555808	0.519388	1.578071	9.999936	2.043286	8.899556	1.254685	9.977990	0.540576	8.705398	0.723288	0.041616	9.230691	5.938922	1.803723	1.631315	3.916902	9.130267	8.196952	3.590954	5.524850	5.794300	4.525758	6.873874	0.996401	5.308080	7.572938	3.042952	9.922284	5.769711	8.776138	
0.495619	0.257820	-0.929158	0.495606	0.666477	0.850753	0.746543	0.662075	0.958868	0.487622	0.806733	0.967191	0.333761	-0.005483	-0.672064	0.660024	8.889487	0.769947	6.497070	2.480441	6.294797	2.291370	7.006199	3.168671	3.287770	2.314280	0.741610	6.330722	2.236564	6.511321	5.106860	9.714657	2.800420	5.461069	7.192686	1.132806	4.714834	5.925399	9.443181	4.509176	3.363511	8.476844	4.345133	0.032315	3.449430	5.984813	8.332433	2.338917	6.754760	4.829503	4.819358	3.049557	7.120873	1.825558	6.218228	0.408643	4.139837	6.959838	6.739365	6.376402	3.471159	1.846225	6.091059	6.271579	
0.461459	-0.343251	0.480877	-0.595574	0.841829	0.369513	0.306261	-0.485469	0.064882	-0.824713	-0.479006	0.754768	0.372250	-0.812520	-0.777449	-0.276798	5.766905	5.932115	6.665566	2.887778	7.757673	2.883794	3.296421	1.897510	9.843632	0.035786	8.273911	3.314791	1.882010	4.364970	9.586369	9.189304	7.648714	6.990754	1.211432	6.857858	3.838319	7.742735	9.430513	9.162729	8.619171	2.035482	7.936568	5.480421	2.972884	9.049325	9.096429	8.739790	4.981439	5.761995	1.627567	2.739112	8.645790	4.923988	4.636621	8.489422	4.959774	2.910533	1.804212	6.841784	7.275503	1.390582	6.031088	4.924217	
0.676267	0.448504	-0.643585	-0.556069	-0.002949	-0.757482	-0.723523	-0.279115	-0.350386	0.863791	0.816969	0.244191	0.673656	0.636255	-0.007851	-0.330057	3.943272	6.588312	6.088828	2.589061	1.512300	0.725450	1.078483	6.472074	3.635983	2.882695	3.313858	0.911486	4.273277	9.344947	5.835703	2.654613	6.587467	7.617778	4.874269	1.572721	8.830366	6.256653	5.177147	2.078436	5.575606	4.261994	8.299391	3.943884	2.443270	3.260135	7.293600	6.386542	9.848446	3.382429	8.975602	1.360746	4.107879	0.054085	7.832820	7.743862	2.936781	1.146678	8.655348	7.210058	0.491625	4.491051	9.864671	7.079091	
-0.578234	-0.052212	0.730362	-0.812161	-0.800881	-0.234208	-0.396474	0.314240	0.618191	-0.736596	-0.896983	-0.893155	-0.084569	0.561737	0.384153	-0.114880	1.191113	5.896367	5.786349	5.298992	5.950453	3.619168	3.042855	8.887233	4.765846	1.698203	6.097291	5.257471	6.189254	5.961962	2.336562	8.298083	0.700902	0.988374	9.237278	1.696495	4.817334	2.254909	8.267694	2.908287	3.571931	8.782777	3.442509	8.149087	6.591461	0.363274	2.574689	7.782573	6.259641	8.361037	3.081565	2.210094	1.980206	6.124420	1.097327	6.746053	7.822623	7.194618	2.003524	4.011877	3.156580	4.340086	2.309960	3.857482	
0.065692	-0.690552	0.110795	-0.970841	-0.239571	-0.235666	-0.389184	0.474815	-0.479110	0.299318	0.104633	0.839182	0.371973	0.619571	0.395696	-0.376099	6.458890	0.060048	5.329598	8.439096	6.184468	6.426925	5.185149	4.007090	3.621543	7.188672	8.018967	6.778123	1.528758	0.328927	0.635606	6.857218	1.876164	6.189584	7.003011	5.678311	0.011255	0.057091	3.052388	2.615703	6.553681	8.575552	1.811612	3.413545	6.673405	8.790094	6.533049	3.132296	8.850142	1.862648	1.571392	5.034610	8.289573	6.756541	9.041700	1.911116	3.945213	7.060667	8.689240	5.473971	7.389594	9.324846	2.331189	9.265758	
0.102886	0.866840	-0.011186	0.105137	0.878258	0.599291	0.628277	0.188995	0.314402	0.990600	0.871704	-0.350917	0.748619	0.178313	0.275542	0.518647	7.754214	7.949101	2.627846	6.043788	4.705642	1.669546	7.954904	8.650855	8.730214	6.644144	4.124826	6.119807	5.968990	6.456015	5.385565	1.483419	5.790215	0.329634	7.009103	5.181507	8.326091	5.150491	1.126479	4.898100	5.103490	0.484997	8.143514	3.846584	6.376564	4.521224	1.439820	4.130778	2.470325	4.067666	0.174566	7.175968	5.737212	8.129470	5.826823	4.467425	4.773614	9.951649	0.587232	0.742604	6.407663	5.972798	2.226024	2.197878	
0.260486	0.847025	0.475877	-0.074296	-0.122876	0.701173	0.905324	0.897822	0.798172	0.534027	-0.332862	0.073485	-0.561728	-0.044898	0.899641	-0.067663	8.843178	9.672769	1.837654	4.580390	7.802240	7.664476	9.047815	2.575854	7.616124	9.635047	3.318458	4.023788	5.607845	5.544482	6.221666	1.910277	4.779609	3.601051	6.538799	9.165227	2.106916	6.065422	8.654335	1.097777	3.735558	1.990027	6.465202	5.926919	6.765540	5.963405	0.588605	5.608718	5.636174	2.426258	0.189108	3.438414	0.090734	9.236923	6.014267	7.706859	8.871970	9.332725	1.730646	4.479815	4.877207	7.952313	6.390092	9.656816	
-0.689327	-0.414222	0.764408	-0.267944	0.798863	0.495275	-0.048389	-0.454026	0.893281	-0.755348	0.731358	0.246389	0.437333	0.849079	-0.631868	-0.435432	1.671654	2.029770	6.261252	1.762388	1.266692	2.275519	9.469247	0.138663	1.608244	1.199893	4.618478	6.485451	9.152206	1.008570	6.142267	0.705570	3.937461	4.964310	4.365849	2.931774	2.440687	9.123905	5.661645	1.907092	0.347164	4.318435	8.139037	7.533827	3.563830	9.979699	0.356664	5.235484	2.009469	6.617916	6.997871	3.276161	8.893434	6.467118	3.414824	0.501679	7.667012	8.033302	6.987130	6.819217	9.041871	3.129397	7.524787	2.979332	
0.618741	-0.621873	0.182221	-0.893121	-0.797092	-0.685450	-0.511703	-0.727659	0.178237	-0.883895	0.779106	0.891003	-0.887956	0.850439	-0.061900	-0.486062	5.870112	1.688372	5.845852	4.763547	8.155490	9.260675	5.265226	5.822501	7.293977	2.252356	2.641719	6.335849	5.381753	0.166506	9.315181	3.475460	2.057142	5.226287	4.009854	3.071683	6.799037	6.451340	4.433389	2.690223	7.031863	3.328921	2.145240	7.592084	2.581117	6.835740	0.161775	8.451229	8.524112	6.007627	3.214775	6.679602	5.268302	8.480001	2.502103	2.562279	0.732357	5.143822	8.898127	6.114109	5.310327	8.213308	9.589569	7.367470	
-0.312081	-0.280116	-0.912169	-0.952274	-0.989848	-0.025492	-0.414229	0.416525	0.640292	0.014819	-0.065058	-0.843484	-0.618033	-0.032703	0.846761	-0.913211	0.844110	2.448583	7.113549	6.112412	0.928584	9.615652	8.674691	1.660941	4.759474	7.572818	7.775050	0.069801	5.786126	7.364619	7.437271	9.225720	0.964041	7.876424	9.464352	1.014803	2.748965	2.393208	8.097427	0.950428	7.467303	2.772136	1.733006	9.377139	7.608620	0.966814	9.811086	8.452730	3.415397	6.924635	4.565142	4.343981	6.540287	3.239833	6.004922	1.299760	0.812650	3.779972	1.369561	6.598776	1.144590	8.806832	5.824496	2.108632	
0.336651	0.057770	-0.375313	0.886444	0.536411	-0.755828	-0.923470	0.029872	-0.201400	-0.576869	-0.094700	-0.679676	-0.383506	-0.132483	-0.989130	0.299573	1.262219	4.619491	0.841846	7.802505	7.859323	6.846768	9.102265	8.671973	0.626739	0.471826	5.270749	1.771330	9.278658	1.095246	3.879961	5.961913	6.384094	7.003396	5.394134	4.066150	8.224258	5.776783	9.215510	2.217258	7.892437	3.742009	3.818876	0.974906	8.079593	3.873225	7.472771	9.341812	8.492716	8.314618	7.144316	6.352039	5.161386	6.246582	5.024013	5.788125	6.718408	0.294762	7.559455	5.997065	1.390008	1.439416	1.958979	7.774103	
0.688563	0.470623	-0.631949	0.333414	-0.374021	-0.788847	0.776866	-0.795533	-0.040446	-0.459359	-0.600552	-0.424527	0.315286	0.894002	-0.556165	0.013829	7.784627	9.363492	1.421186	2.946013	5.610074	6.445199	8.734138	2.328481	6.739961	6.293593	8.325546	8.129969	7.733009	0.284525	5.904071	6.175822	7.637638	7.744324	2.842893	0.767534	8.800087	1.727221	1.789866	3.597859	4.430426	3.787105	6.475223	1.006857	3.257115	8.694398	6.076003	1.041742	8.057890	7.497189	3.987755	3.667963	3.942387	2.721893	5.996444	0.682348	9.015486	4.321991	8.812317	6.748496	4.606516	4.716388	2.924317	2.244155	
-0.507858	0.153442	-0.397662	-0.747840	0.498886	-0.039689	-0.028268	-0.615028	0.717732	-0.733224	-0.413657	-0.630845	-0.994344	0.801544	-0.422497	0.617234	6.504907	6.875271	1.754131	0.447295	9.597164	7.750576	1.129643	8.612650	2.072567	9.941960	5.361146	6.679083	4.658348	8.285463	8.923238	7.119060	4.052674	1.934927	8.379859	1.547105	6.736482	3.238516	3.471963	5.325142	4.572397	6.403678	7.170916	4.600675	5.411396	0.058432	2.686842	1.916303	6.933703	4.440973	2.363598	6.530867	2.191549	3.493241	5.143517	4.264116	3.435200	0.504663	0.943199	8.093548	8.790126	9.866437	5.212608	2.842799	
-0.639727	-0.281507	-0.122019	0.707569	0.366197	0.572374	-0.227403	-0.719324	-0.146891	-0.793220	0.200811	0.935388	-0.781533	0.738179	-0.681351	0.605207	3.131870	3.956842	4.556904	5.323419	7.450083	9.700421	9.587535	0.885283	0.205084	0.530733	8.978831	8.995209	0.397170	4.191439	1.838009	2.198534	7.783906	6.227913	0.736379	4.614889	4.089780	4.599365	6.018269	8.355325	5.633267	2.022323	8.032267	6.725602	0.713220	9.625511	4.751639	3.845090	3.582353	9.308543	9.168509	1.032436	9.008964	8.756043	1.917719	9.214047	9.286777	0.896550	8.209257	9.683947	5.087989	0.047265	1.882481	2.871895	
0.255036	-0.476228	0.497357	-0.927008	0.443645	-0.298989	0.744057	-0.429702	0.105475	0.350510	0.915419	0.248119	0.275612	-0.134254	-0.982863	0.992083	3.637275	9.254195	0.992851	2.646238	8.010239	2.910570	1.860285	7.297016	3.807120	0.069542	6.980963	8.895109	0.116807	8.863443	1.767003	6.391985	1.482303	9.253787	6.756944	8.700527	2.758840	5.477228	1.552019	8.286216	2.229780	1.129112	4.526812	8.607842	5.457844	4.612498	8.568258	9.095119	3.866693	9.561109	1.741357	1.876932	2.471679	3.601643	9.173948	6.278799	3.671185	6.154910	5.173907	3.787992	5.018353	6.940911	0.179977	6.500656	
0.238940	0.387384	0.040237	0.790707	-0.517170	0.350640	0.447951	-0.071214	0.576463	-0.646687	-0.349646	-0.331968	0.275812	-0.635994	-0.512945	-0.950849	1.381137	4.176634	2.122687	3.852816	7.778277	1.296634	0.131615	1.449462	7.451544	5.305522	5.237454	2.469897	2.246433	5.417430	8.970553	8.441130	2.354351	4.171736	7.394667	4.768500	0.924937	4.634420	9.412429	8.807251	6.400985	2.664200	2.147409	2.780046	4.484228	4.582686	3.025801	5.865366	8.759320	5.148488	9.718181	6.537597	6.445122	9.849796	7.987059	3.896666	5.155318	3.224512	6.366563	7.401751	8.641943	5.337117	5.842881	0.996293	
0.901771	-0.352490	0.152959	-0.913242	0.574394	0.035444	0.848208	-0.145409	0.568284	-0.722310	0.410600	-0.534870	0.194227	-0.984240	0.638203	-0.053909	5.227289	7.909198	1.268052	1.672411	7.758994	9.255111	5.569077	2.914313	2.479623	1.935641	0.316064	1.121566	7.272757	6.158944	2.117859	6.781610	9.396493	7.882652	7.215400	7.268462	3.059875	6.456441	1.541415	0.901297	7.844890	8.594414	3.226947	3.816026	8.673215	1.417964	8.546481	3.900504	9.327162	9.814532	5.572914	7.086156	9.069644	1.141992	0.000469	1.549267	3.077632	0.316532	2.670832	0.350389	6.475477	4.788691	7.131999	5.871970	
-0.465731	-0.130520	-0.371914	0.146244	-0.839232	-0.063631	0.326503	0.729746	-0.344748	0.971893	-0.507049	-0.610105	-0.744515	-0.797753	0.169996	-0.879082	0.825770	1.422893	7.690745	9.895413	2.564885	7.691213	1.444680	5.642517	8.007746	4.115512	5.992907	4.483223	8.904203	3.124906	0.355193	1.575547	7.472306	3.495625	7.306765	8.276146	8.177471	3.939281	6.924877	1.453731	3.798744	9.389634	3.403206	5.076171	0.400871	9.253185	5.680760	1.226640	0.676078	3.371505	1.122053	3.240964	1.062719	2.566733	8.883481	9.070464	6.682245	4.876388	3.553687	5.586448	8.001294	3.908880	7.161995	5.473599	
